Customers,Quantity,Date,Total Payment in TND
Arab Banking Corporation (ABC),36,2012-09-08,369108
Banque Tuniso-Libyenne (BTL),190,2013-05-03,3516330
Banque Nationale Agricole (BNA),33,2012-07-18,641157
Arab Banking Corporation (ABC),67,2002-07-15,791806
Banque Tuniso-Libyenne (BTL),159,2017-10-13,2850075
La Poste Tunisienne,63,2002-03-05,894285
Banque Nationale Agricole (BNA),166,2012-11-28,2712938
Banque de Tunisie (BT),165,2022-09-29,3040950
Arab Tunisian Bank (ATB),120,2009-02-21,1493160
Banque de Tunisie (BT),25,2020-08-16,499450
La Poste Tunisienne,108,2002-06-09,2010420
Amen Bank (AB),121,2005-10-27,1683231
Arab Banking Corporation (ABC),184,2015-10-16,1931448
Banque de l'Habitat (BH),23,2002-12-24,456573
Arab Tunisian Bank (ATB),150,2022-08-02,2795250
Banque Internationale Arabe de Tunisie (BIAT),21,2022-06-21,383691
Attijari Bank,39,2004-03-26,634140
La Poste Tunisienne,49,2014-01-19,860342
Banque Internationale Arabe de Tunisie (BIAT),61,2013-12-28,787205
La Poste Tunisienne,120,2013-07-13,2032560
Banque Nationale Agricole (BNA),70,2005-10-21,1277220
Amen Bank (AB),114,2023-10-04,1171122
Banque Internationale Arabe de Tunisie (BIAT),192,2013-02-23,2210112
La Poste Tunisienne,84,2002-10-22,1127868
Arab Banking Corporation (ABC),115,2014-04-21,1216470
Banque de Tunisie (BT),82,2001-02-13,1161366
Banque Nationale Agricole (BNA),146,2001-01-25,2572374
Arab Tunisian Bank (ATB),105,2006-10-08,1517250
Banque Nationale Agricole (BNA),104,2008-03-08,1171456
Banque Tuniso-Libyenne (BTL),87,2002-01-24,892359
Banque Nationale Agricole (BNA),20,2020-04-19,355660
La Poste Tunisienne,114,2022-06-02,1397640
La Poste Tunisienne,67,2001-09-02,1178128
Banque de l'Habitat (BH),42,2012-12-11,635670
Banque Internationale Arabe de Tunisie (BIAT),93,2018-09-07,1121022
Banque de Tunisie (BT),122,2014-12-25,1818410
Banque Nationale Agricole (BNA),141,2000-11-17,2746962
Banque Nationale Agricole (BNA),155,2002-12-30,2417070
Arab Tunisian Bank (ATB),118,2018-04-16,1633710
Arab Banking Corporation (ABC),192,2010-08-15,2463552
Banque de Tunisie (BT),120,2018-11-11,1226400
Banque Nationale Agricole (BNA),127,2021-04-09,1506093
Banque Internationale Arabe de Tunisie (BIAT),164,2009-02-21,1996372
Arab Tunisian Bank (ATB),135,2022-03-12,1738125
Attijari Bank,25,2011-05-27,315325
Banque Nationale Agricole (BNA),66,2017-11-03,740784
Amen Bank (AB),129,2020-12-25,2094315
Amen Bank (AB),90,2001-02-07,910260
Banque Nationale Agricole (BNA),190,2009-12-24,2109380
Arab Tunisian Bank (ATB),192,2006-12-25,3703104
Arab Tunisian Bank (ATB),109,2000-06-30,1888425
Attijari Bank,170,2003-02-15,2837130
Amen Bank (AB),96,2011-01-25,1790112
Arab Banking Corporation (ABC),75,2020-09-23,1361325
Banque Nationale Agricole (BNA),172,2019-06-07,1764376
La Poste Tunisienne,145,2002-10-18,1877460
Banque de Tunisie (BT),24,2007-12-09,293712
Attijari Bank,36,2014-06-07,536040
Attijari Bank,91,2023-02-11,1225315
Arab Banking Corporation (ABC),56,2019-08-15,674688
Banque de l'Habitat (BH),146,2001-01-08,2032320
La Poste Tunisienne,173,2007-01-13,2697416
Banque Tuniso-Libyenne (BTL),115,2000-11-08,1789860
Banque Tuniso-Libyenne (BTL),110,2015-06-25,1859000
Arab Banking Corporation (ABC),148,2009-01-29,1604320
Arab Banking Corporation (ABC),68,2004-10-20,1090244
Arab Banking Corporation (ABC),133,2003-07-16,2011226
La Poste Tunisienne,58,2008-09-05,997832
Arab Tunisian Bank (ATB),158,2012-01-17,3037866
La Poste Tunisienne,186,2006-03-02,2873328
Banque Tuniso-Libyenne (BTL),22,2002-04-19,285626
Banque Tuniso-Libyenne (BTL),37,2020-06-12,474081
Arab Banking Corporation (ABC),24,2004-07-31,356880
Banque Nationale Agricole (BNA),79,2012-07-17,1238878
Attijari Bank,72,2015-05-22,790920
Banque Internationale Arabe de Tunisie (BIAT),23,2015-06-14,365263
Banque Nationale Agricole (BNA),23,2018-04-06,259716
Banque Tuniso-Libyenne (BTL),27,2017-02-12,513648
Banque Nationale Agricole (BNA),146,2007-08-13,1692724
Arab Banking Corporation (ABC),66,2002-03-09,1228260
Banque Internationale Arabe de Tunisie (BIAT),120,2007-12-03,1843920
Arab Banking Corporation (ABC),54,2003-08-09,576720
Arab Banking Corporation (ABC),68,2012-08-30,749496
Banque Nationale Agricole (BNA),139,2010-07-29,1706642
Banque de l'Habitat (BH),70,2021-11-06,713440
Banque Internationale Arabe de Tunisie (BIAT),71,2004-02-18,1114700
La Poste Tunisienne,40,2009-04-17,607560
Arab Banking Corporation (ABC),161,2008-03-25,3006836
Arab Banking Corporation (ABC),67,2013-01-20,856327
Banque de l'Habitat (BH),175,2007-12-03,1985200
Banque Internationale Arabe de Tunisie (BIAT),28,2023-03-23,399728
Attijari Bank,109,2018-01-15,1993283
Amen Bank (AB),149,2014-03-28,2059627
Arab Banking Corporation (ABC),51,2020-10-16,876486
Arab Banking Corporation (ABC),162,2008-04-02,1755270
Banque Tuniso-Libyenne (BTL),52,2004-11-11,600548
Attijari Bank,185,2016-04-21,2892290
Arab Banking Corporation (ABC),110,2015-05-17,1581030
Banque Internationale Arabe de Tunisie (BIAT),172,2020-05-29,2263520
La Poste Tunisienne,37,2006-07-16,532726
Arab Tunisian Bank (ATB),143,2009-05-30,1925352
Banque Internationale Arabe de Tunisie (BIAT),65,2012-05-09,678210
La Poste Tunisienne,21,2008-06-18,216384
Banque Internationale Arabe de Tunisie (BIAT),150,2015-10-26,1727850
Amen Bank (AB),174,2006-09-21,2882832
La Poste Tunisienne,57,2023-12-02,723444
Banque Nationale Agricole (BNA),170,2017-04-14,2489310
Arab Tunisian Bank (ATB),137,2019-10-05,1519330
Arab Banking Corporation (ABC),62,2021-12-30,748712
Banque Tuniso-Libyenne (BTL),161,2002-12-12,2622207
Banque Internationale Arabe de Tunisie (BIAT),88,2023-01-15,1544400
Arab Tunisian Bank (ATB),106,2013-10-27,1870900
Attijari Bank,56,2001-07-27,852432
Banque Tuniso-Libyenne (BTL),95,2013-11-25,1897340
Banque Tuniso-Libyenne (BTL),159,2003-04-11,2733687
La Poste Tunisienne,194,2008-08-21,2965678
Banque de Tunisie (BT),63,2008-02-09,1125873
Arab Banking Corporation (ABC),71,2004-07-04,754091
Arab Banking Corporation (ABC),122,2008-07-10,2337886
Banque Internationale Arabe de Tunisie (BIAT),124,2009-05-09,2419116
Amen Bank (AB),124,2013-09-08,2136272
Banque Nationale Agricole (BNA),143,2020-12-16,2118688
Banque Tuniso-Libyenne (BTL),114,2011-05-29,1867206
Amen Bank (AB),34,2010-02-11,384472
Banque de l'Habitat (BH),83,2018-01-29,1415316
Banque Nationale Agricole (BNA),179,2023-11-04,2210650
Banque de l'Habitat (BH),126,2014-11-15,2196684
Arab Banking Corporation (ABC),165,2008-09-30,2904495
La Poste Tunisienne,130,2011-03-29,1631110
Banque de l'Habitat (BH),136,2003-05-24,2455480
Banque Internationale Arabe de Tunisie (BIAT),70,2017-11-02,1085140
Banque Tuniso-Libyenne (BTL),56,2016-10-15,892416
Banque Tuniso-Libyenne (BTL),97,2018-06-25,1290100
Attijari Bank,28,2001-03-09,312228
La Poste Tunisienne,33,2001-05-05,421773
Banque de l'Habitat (BH),37,2020-02-05,701520
Banque Nationale Agricole (BNA),97,2017-01-31,1165552
Arab Banking Corporation (ABC),78,2006-09-16,1169610
Amen Bank (AB),38,2005-10-07,571520
Banque Tuniso-Libyenne (BTL),49,2006-05-24,761166
Arab Tunisian Bank (ATB),58,2022-02-22,1079786
Banque de Tunisie (BT),162,2003-06-19,3221046
Arab Banking Corporation (ABC),195,2010-07-30,3484845
Banque Internationale Arabe de Tunisie (BIAT),121,2006-12-12,2020337
Banque Tuniso-Libyenne (BTL),72,2019-02-24,878400
Arab Banking Corporation (ABC),187,2016-01-09,2136288
Banque Tuniso-Libyenne (BTL),157,2014-11-11,1932827
Arab Tunisian Bank (ATB),83,2008-02-10,1317542
Arab Banking Corporation (ABC),27,2005-12-11,271836
Banque de Tunisie (BT),176,2018-04-05,2096864
Banque Internationale Arabe de Tunisie (BIAT),89,2000-11-07,1423110
Banque de l'Habitat (BH),126,2011-02-22,2216844
Attijari Bank,73,2007-03-19,800883
La Poste Tunisienne,21,2005-03-03,375564
Attijari Bank,41,2000-07-07,503152
Banque Tuniso-Libyenne (BTL),188,2004-10-18,3393588
Arab Banking Corporation (ABC),24,2012-04-26,479112
Banque de Tunisie (BT),105,2008-11-03,1981560
Arab Tunisian Bank (ATB),192,2023-04-02,3340800
La Poste Tunisienne,112,2005-09-07,2157232
Amen Bank (AB),116,2022-06-12,1659148
Banque Internationale Arabe de Tunisie (BIAT),55,2011-02-14,969430
Banque de l'Habitat (BH),34,2003-08-16,422484
Arab Banking Corporation (ABC),199,2005-05-11,3969453
Banque Tuniso-Libyenne (BTL),190,2013-06-22,1980370
Banque de Tunisie (BT),189,2018-01-25,3579849
La Poste Tunisienne,163,2018-10-29,2286238
Arab Banking Corporation (ABC),104,2012-12-21,2047448
La Poste Tunisienne,47,2006-02-18,549571
Amen Bank (AB),74,2018-03-20,1106966
Amen Bank (AB),196,2012-05-31,2224404
Amen Bank (AB),173,2002-09-12,2033615
Banque de Tunisie (BT),100,2015-06-28,1169700
Amen Bank (AB),20,2012-01-07,304800
Amen Bank (AB),119,2010-02-17,2163420
Banque de l'Habitat (BH),154,2014-08-31,2120734
Banque de Tunisie (BT),147,2013-11-06,1602594
Banque Tuniso-Libyenne (BTL),172,2001-05-28,3260776
Attijari Bank,52,2007-10-06,589992
Banque de l'Habitat (BH),20,2013-06-12,200720
La Poste Tunisienne,60,2021-12-14,814140
Amen Bank (AB),58,2010-06-24,798718
Attijari Bank,23,2010-01-06,445740
Arab Banking Corporation (ABC),186,2001-12-11,2100870
Arab Banking Corporation (ABC),80,2010-09-16,1437200
La Poste Tunisienne,160,2006-03-12,2044800
Arab Banking Corporation (ABC),96,2005-03-24,1590336
Arab Banking Corporation (ABC),54,2008-01-29,878904
Attijari Bank,98,2018-06-16,1077608
Arab Banking Corporation (ABC),120,2023-12-22,1599480
Attijari Bank,25,2018-04-03,312550
Amen Bank (AB),84,2008-07-19,1583484
Attijari Bank,129,2019-10-08,2326902
Banque Tuniso-Libyenne (BTL),34,2019-10-21,462978
Attijari Bank,173,2014-03-30,2503483
Banque Tuniso-Libyenne (BTL),131,2011-12-12,1818935
Arab Banking Corporation (ABC),199,2004-08-04,2190990
Banque Nationale Agricole (BNA),141,2002-01-16,1518570
Banque Tuniso-Libyenne (BTL),33,2022-04-20,595617
La Poste Tunisienne,170,2005-08-18,1959930
Arab Tunisian Bank (ATB),119,2023-05-16,1591030
Banque Tuniso-Libyenne (BTL),98,2007-04-18,1468824
Arab Tunisian Bank (ATB),34,2019-10-30,671874
Banque Tuniso-Libyenne (BTL),143,2003-06-03,2429999
Arab Tunisian Bank (ATB),165,2011-03-26,1826385
Attijari Bank,101,2015-05-22,1852138
Banque de Tunisie (BT),24,2009-02-05,455904
Banque Tuniso-Libyenne (BTL),144,2003-03-21,2821536
Banque de Tunisie (BT),72,2006-02-17,1191312
Banque de Tunisie (BT),164,2001-10-11,2288948
Banque Tuniso-Libyenne (BTL),81,2023-05-21,1540215
Arab Tunisian Bank (ATB),54,2012-08-02,564948
Amen Bank (AB),118,2007-08-13,2021694
Attijari Bank,23,2018-05-29,244628
Banque de Tunisie (BT),144,2002-07-20,2762064
Banque Tuniso-Libyenne (BTL),97,2009-06-07,1595553
Arab Banking Corporation (ABC),28,2010-12-31,311584
Banque Tuniso-Libyenne (BTL),79,2015-01-15,1021944
La Poste Tunisienne,47,2014-01-06,691135
Amen Bank (AB),111,2021-03-07,1262070
Banque de l'Habitat (BH),93,2015-06-06,976500
Banque de Tunisie (BT),190,2008-11-30,3203780
Amen Bank (AB),55,2012-05-18,930490
La Poste Tunisienne,183,2023-08-25,3584055
Arab Banking Corporation (ABC),172,2014-02-14,2646048
Attijari Bank,42,2002-09-23,812448
Arab Tunisian Bank (ATB),45,2005-06-25,590220
Banque Nationale Agricole (BNA),33,2004-05-20,363264
La Poste Tunisienne,146,2008-11-27,1593590
Banque Tuniso-Libyenne (BTL),97,2000-07-20,1540263
Attijari Bank,106,2017-12-16,1204478
Attijari Bank,190,2001-10-26,3724950
Arab Banking Corporation (ABC),170,2017-09-11,2102560
Arab Tunisian Bank (ATB),188,2020-08-15,3262552
Banque Internationale Arabe de Tunisie (BIAT),55,2000-09-16,810205
Attijari Bank,32,2012-08-12,324960
Attijari Bank,164,2015-03-03,2041636
Banque de l'Habitat (BH),187,2008-04-23,3001911
Banque de l'Habitat (BH),158,2009-06-15,2339032
Banque Internationale Arabe de Tunisie (BIAT),37,2011-04-22,681281
Banque de l'Habitat (BH),107,2020-03-20,1093968
Banque Tuniso-Libyenne (BTL),43,2005-07-15,547433
Attijari Bank,78,2020-02-13,1085994
Amen Bank (AB),171,2001-07-09,2187432
Banque Nationale Agricole (BNA),30,2005-10-10,590460
La Poste Tunisienne,40,2013-07-17,730520
Banque Nationale Agricole (BNA),29,2012-08-22,432854
La Poste Tunisienne,25,2016-09-14,336050
Banque Tuniso-Libyenne (BTL),114,2017-12-13,2200428
Banque de l'Habitat (BH),111,2013-05-30,2109999
Banque de l'Habitat (BH),166,2015-09-03,2150198
Banque de l'Habitat (BH),91,2019-09-29,1747564
Banque Tuniso-Libyenne (BTL),126,2013-07-29,2274804
Banque Tuniso-Libyenne (BTL),98,2011-03-29,1603476
Amen Bank (AB),148,2012-06-13,1665592
Arab Banking Corporation (ABC),148,2022-04-13,2265880
Banque de Tunisie (BT),158,2019-07-02,2993626
Banque de Tunisie (BT),36,2005-08-24,693540
Banque Internationale Arabe de Tunisie (BIAT),103,2011-04-14,1412954
Banque Internationale Arabe de Tunisie (BIAT),196,2009-06-11,3907456
La Poste Tunisienne,68,2019-04-26,897940
La Poste Tunisienne,62,2021-01-12,1004462
Banque Tuniso-Libyenne (BTL),22,2006-02-21,354112
La Poste Tunisienne,67,2020-08-08,829192
Arab Banking Corporation (ABC),148,2016-07-25,2394936
Banque Internationale Arabe de Tunisie (BIAT),25,2023-01-15,315975
Attijari Bank,70,2002-04-20,860650
Banque Tuniso-Libyenne (BTL),105,2014-02-07,1632435
Arab Tunisian Bank (ATB),141,2015-10-02,1829052
Banque Tuniso-Libyenne (BTL),108,2004-10-05,2149308
Arab Banking Corporation (ABC),193,2005-01-21,2918932
Amen Bank (AB),146,2011-02-19,1714624
Banque Nationale Agricole (BNA),120,2006-07-21,2252880
Attijari Bank,83,2004-06-05,954417
Attijari Bank,64,2002-03-01,803264
La Poste Tunisienne,61,2020-04-15,909571
Arab Tunisian Bank (ATB),57,2017-11-09,890283
La Poste Tunisienne,157,2011-04-16,1575181
Banque Tuniso-Libyenne (BTL),113,2020-12-25,1722911
Banque Tuniso-Libyenne (BTL),100,2018-10-23,1732200
Banque de Tunisie (BT),138,2003-10-17,2413620
Banque Tuniso-Libyenne (BTL),87,2004-04-14,937947
Attijari Bank,43,2011-03-28,636357
La Poste Tunisienne,153,2003-05-16,1580643
La Poste Tunisienne,191,2009-06-06,2498662
Banque Tuniso-Libyenne (BTL),70,2013-06-11,1153110
Arab Banking Corporation (ABC),175,2012-08-29,2538375
Banque Internationale Arabe de Tunisie (BIAT),171,2016-05-12,2392974
Banque de l'Habitat (BH),28,2002-08-30,530768
Amen Bank (AB),135,2023-08-22,2576070
Banque de l'Habitat (BH),170,2004-05-30,2802450
Banque de l'Habitat (BH),57,2019-06-05,929499
Banque Nationale Agricole (BNA),117,2016-07-11,1758042
Arab Banking Corporation (ABC),25,2013-10-04,459525
Banque Tuniso-Libyenne (BTL),179,2023-02-08,3360188
Amen Bank (AB),28,2001-09-29,380240
Arab Banking Corporation (ABC),79,2002-10-02,912292
Banque Nationale Agricole (BNA),180,2007-05-20,2730600
Banque Nationale Agricole (BNA),38,2008-04-23,687344
Banque Internationale Arabe de Tunisie (BIAT),130,2001-05-17,1665170
Banque de l'Habitat (BH),113,2003-05-20,1773987
Attijari Bank,129,2009-09-04,1580637
Attijari Bank,89,2011-07-21,1485677
La Poste Tunisienne,181,2014-01-14,1985027
Arab Banking Corporation (ABC),58,2022-02-03,947894
Attijari Bank,20,2009-02-17,203660
Amen Bank (AB),130,2019-10-30,2373150
Banque Internationale Arabe de Tunisie (BIAT),168,2016-09-14,2616600
Banque Nationale Agricole (BNA),131,2004-02-15,1437725
Arab Banking Corporation (ABC),191,2009-11-13,3588699
Attijari Bank,162,2017-11-25,2703780
Arab Banking Corporation (ABC),187,2004-05-29,3576001
Attijari Bank,129,2003-08-23,1960929
Banque Tuniso-Libyenne (BTL),47,2020-05-20,918145
Banque Internationale Arabe de Tunisie (BIAT),156,2018-05-12,2591628
La Poste Tunisienne,185,2002-10-30,2092905
Banque Internationale Arabe de Tunisie (BIAT),39,2017-06-05,555984
Banque de Tunisie (BT),86,2020-12-02,1331194
La Poste Tunisienne,155,2004-10-06,2513945
La Poste Tunisienne,55,2011-06-24,562760
Banque de l'Habitat (BH),129,2003-02-04,1712862
Banque Nationale Agricole (BNA),70,2021-10-16,1381870
Attijari Bank,123,2009-04-13,1645371
Arab Banking Corporation (ABC),34,2001-05-03,445604
Banque Tuniso-Libyenne (BTL),53,2005-05-12,1055495
La Poste Tunisienne,199,2022-02-25,2829382
Arab Banking Corporation (ABC),137,2001-01-28,2422160
Attijari Bank,137,2011-05-15,1826073
Banque de Tunisie (BT),164,2011-09-08,2911820
Attijari Bank,44,2023-08-23,597608
Banque de Tunisie (BT),178,2017-10-25,2253124
Arab Banking Corporation (ABC),64,2012-08-29,1078400
Arab Tunisian Bank (ATB),155,2017-07-27,2449620
Banque de Tunisie (BT),195,2011-02-17,3600675
La Poste Tunisienne,121,2003-11-20,2293313
Banque Internationale Arabe de Tunisie (BIAT),163,2004-03-27,2836363
Arab Banking Corporation (ABC),111,2001-09-27,1514262
Banque Tuniso-Libyenne (BTL),94,2010-07-26,1794272
Attijari Bank,101,2023-05-30,1332796
Arab Tunisian Bank (ATB),115,2001-11-12,1183350
Banque de l'Habitat (BH),80,2018-07-19,1431360
Banque Internationale Arabe de Tunisie (BIAT),180,2018-01-31,2982060
La Poste Tunisienne,138,2016-03-25,2158458
Banque de l'Habitat (BH),112,2018-10-14,2219728
Banque Tuniso-Libyenne (BTL),25,2021-10-16,281650
Arab Tunisian Bank (ATB),181,2012-11-05,3281530
Arab Banking Corporation (ABC),146,2005-07-30,2620262
Banque Tuniso-Libyenne (BTL),143,2022-04-19,1685827
Arab Tunisian Bank (ATB),199,2015-02-22,2744210
La Poste Tunisienne,185,2007-01-02,3066190
Banque de l'Habitat (BH),132,2015-03-21,1437348
Amen Bank (AB),26,2020-07-18,346060
Banque Internationale Arabe de Tunisie (BIAT),121,2001-07-04,1551825
Arab Banking Corporation (ABC),49,2014-05-29,585207
Banque Nationale Agricole (BNA),107,2011-01-27,1088618
Banque Nationale Agricole (BNA),65,2000-11-15,918190
Arab Banking Corporation (ABC),40,2014-09-08,552000
Arab Banking Corporation (ABC),145,2005-10-23,2211105
Amen Bank (AB),26,2017-09-06,444938
Banque de Tunisie (BT),168,2020-04-22,2401392
La Poste Tunisienne,171,2018-08-28,1795842
Banque Tuniso-Libyenne (BTL),130,2004-08-21,1561040
Attijari Bank,164,2013-04-25,3277868
Banque Internationale Arabe de Tunisie (BIAT),104,2010-01-02,1165320
Banque de l'Habitat (BH),169,2023-07-07,2685241
Banque Tuniso-Libyenne (BTL),65,2019-08-10,1132560
Banque Tuniso-Libyenne (BTL),36,2003-05-22,589464
Banque Tuniso-Libyenne (BTL),81,2001-10-22,1313820
Banque Nationale Agricole (BNA),22,2008-03-18,272162
Banque Nationale Agricole (BNA),55,2005-07-28,782980
Banque de l'Habitat (BH),186,2021-06-03,1878972
Banque de Tunisie (BT),69,2022-01-15,1125321
Amen Bank (AB),94,2015-07-02,1533798
Banque de l'Habitat (BH),130,2001-03-27,2419690
Banque de Tunisie (BT),41,2018-07-29,675721
Banque Tuniso-Libyenne (BTL),187,2021-12-12,2118710
Banque de Tunisie (BT),73,2017-04-20,1092518
Banque de Tunisie (BT),128,2007-11-03,1350528
Attijari Bank,62,2008-10-14,624464
Banque Internationale Arabe de Tunisie (BIAT),161,2015-04-23,1637853
Amen Bank (AB),161,2022-09-22,2202480
Banque Tuniso-Libyenne (BTL),135,2014-07-22,1387800
Banque Tuniso-Libyenne (BTL),171,2011-11-09,2452311
Attijari Bank,37,2017-06-11,707403
Banque Tuniso-Libyenne (BTL),165,2019-06-05,2896245
Amen Bank (AB),156,2017-04-07,2652780
Arab Tunisian Bank (ATB),77,2008-01-31,1424269
Banque de l'Habitat (BH),36,2018-09-21,449784
Banque Nationale Agricole (BNA),189,2022-09-02,3387447
Arab Banking Corporation (ABC),196,2023-07-06,3333960
Banque Internationale Arabe de Tunisie (BIAT),46,2020-06-17,918252
Attijari Bank,141,2011-09-18,1861059
Arab Banking Corporation (ABC),120,2011-09-29,1397880
Banque Internationale Arabe de Tunisie (BIAT),193,2004-06-10,3486931
Banque Internationale Arabe de Tunisie (BIAT),156,2002-07-28,1939080
Banque Internationale Arabe de Tunisie (BIAT),147,2009-12-04,2331273
Banque Nationale Agricole (BNA),143,2017-08-03,1885455
Arab Tunisian Bank (ATB),55,2007-04-03,613580
